memberID,house,name,id,startDate,endDate,additionalInfo,additionalInfoLink
48,1.0,Democratic Unionist Party,7,2004-12-12T00:00:00,2005-05-05T00:00:00,,
48,1.0,Independent Conservative,9,2002-10-03T00:00:00,2004-12-12T00:00:00,,
48,1.0,Conservative,4,1983-06-09T00:00:00,2002-10-02T00:00:00,,
49,1.0,Conservative,4,1974-10-10T00:00:00,2010-05-06T00:00:00,,
50,1.0,Liberal Democrat,17,1994-06-09T00:00:00,2022-02-15T00:00:00,,
51,1.0,Conservative,4,1979-05-03T00:00:00,2001-06-07T00:00:00,,
52,1.0,Conservative,4,1974-02-28T00:00:00,2010-05-06T00:00:00,,
53,1.0,Conservative,4,1992-04-09T00:00:00,,,
54,1.0,Conservative,4,2020-12-30T00:00:00,,,
54,1.0,Independent,8,2020-07-15T00:00:00,2020-12-30T00:00:00,,
54,1.0,Conservative,4,1997-05-01T00:00:00,2020-07-16T00:00:00,,
55,1.0,Conservative,4,1997-05-01T00:00:00,,,
56,1.0,Conservative,4,1987-06-11T00:00:00,,,
57,1.0,Conservative,4,1974-02-28T00:00:00,,,
58,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
59,1.0,Independent,8,2013-06-03T00:00:00,2015-03-30T00:00:00,,
59,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2013-06-03T00:00:00,,
59,1.0,Social Democratic Party,32,1984-06-14T00:00:00,1987-06-11T00:00:00,,
60,1.0,Liberal Democrat,17,2000-05-04T00:00:00,2010-05-06T00:00:00,,
61,1.0,Labour,15,1992-04-09T00:00:00,2015-03-30T00:00:00,,
62,1.0,Labour,15,1997-05-01T00:00:00,,,
63,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2010-05-06T00:00:00,,
64,1.0,Conservative,4,1983-06-09T00:00:00,2005-05-05T00:00:00,,
65,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
66,1.0,Conservative,4,1979-05-03T00:00:00,2001-06-07T00:00:00,,
67,1.0,Conservative,4,1992-04-09T00:00:00,2015-03-30T00:00:00,,
68,1.0,Conservative,4,1983-06-09T00:00:00,,,
69,1.0,Conservative,4,1992-04-09T00:00:00,,,
70,1.0,Conservative,4,1976-11-04T00:00:00,2005-05-05T00:00:00,,
71,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
72,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
73,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
74,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
75,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2001-06-07T00:00:00,,
76,1.0,Conservative,4,1997-05-01T00:00:00,,,
77,1.0,Conservative,4,1987-06-11T00:00:00,2017-05-03T00:00:00,,
78,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
79,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
80,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
81,1.0,Conservative,4,1983-06-09T00:00:00,2001-06-07T00:00:00,,
82,1.0,Conservative,4,1983-06-09T00:00:00,,,
83,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
84,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
85,1.0,Conservative,4,1987-06-11T00:00:00,2010-05-06T00:00:00,,
86,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
87,1.0,Conservative,4,1983-06-09T00:00:00,,,
88,1.0,Conservative,4,1983-06-09T00:00:00,2019-11-06T00:00:00,,
89,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
90,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
91,1.0,Conservative,4,1974-02-28T00:00:00,2015-03-30T00:00:00,,
92,1.0,Conservative,4,1997-05-01T00:00:00,2005-05-05T00:00:00,,
93,1.0,Conservative,4,1983-06-09T00:00:00,2015-03-30T00:00:00,,
94,2.0,Non-affiliated,49,2019-05-21T00:00:00,,,
94,1.0,Conservative,4,1966-03-31T00:00:00,2019-05-20T00:00:00,,
95,1.0,Labour,15,1987-06-11T00:00:00,2017-05-03T00:00:00,,
96,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2010-05-06T00:00:00,,
97,1.0,Labour,15,2005-01-15T00:00:00,2005-05-05T00:00:00,,
97,,Conservative,4,1979-06-10T00:00:00,2005-01-15T00:00:00,,
98,1.0,Labour,15,1999-12-18T00:00:00,2015-03-30T00:00:00,,
98,1.0,Conservative,4,1997-05-01T00:00:00,1999-12-18T00:00:00,,
99,1.0,Conservative,4,1992-04-09T00:00:00,2010-05-06T00:00:00,,
100,1.0,Conservative,4,1978-04-27T00:00:00,,,
101,1.0,Conservative,4,1987-06-11T00:00:00,2010-05-06T00:00:00,,
102,1.0,Conservative,4,1997-05-01T00:00:00,2001-06-07T00:00:00,,
103,1.0,Conservative,4,1992-04-09T00:00:00,,,
104,1.0,Independent,8,2023-10-26T00:00:00,,,
104,1.0,Conservative,4,1997-05-01T00:00:00,2023-10-26T00:00:00,,
105,2.0,Conservative,4,2020-09-30T00:00:00,,,
105,1.0,Independent,8,2019-09-04T00:00:00,2019-11-06T00:00:00,,
105,1.0,Conservative,4,1997-05-01T00:00:00,2019-09-04T00:00:00,,
106,1.0,Conservative,4,1984-05-03T00:00:00,,,
107,1.0,Conservative,4,1987-06-11T00:00:00,2010-05-06T00:00:00,,
108,1.0,Conservative,4,1992-04-09T00:00:00,2005-05-05T00:00:00,,
109,1.0,Conservative,4,1983-06-09T00:00:00,2010-05-06T00:00:00,,
111,1.0,Conservative,4,1997-05-01T00:00:00,,,
112,2.0,Non-affiliated,49,2018-06-12T00:00:00,,,
112,1.0,Conservative,4,1997-05-01T00:00:00,2017-05-03T00:00:00,,
113,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
114,1.0,Conservative,4,1997-05-01T00:00:00,,,
115,1.0,Conservative,4,1983-06-09T00:00:00,,,
116,1.0,Conservative,4,2019-10-30T00:00:00,,,
116,1.0,Independent,8,2019-09-04T00:00:00,2019-10-29T00:00:00,,
116,1.0,Conservative,4,1983-06-09T00:00:00,2019-09-04T00:00:00,,
117,1.0,Conservative,4,1975-06-26T00:00:00,,,
118,1.0,Labour,15,1992-04-09T00:00:00,2005-05-05T00:00:00,,
119,1.0,Conservative,4,1979-05-03T00:00:00,2001-06-07T00:00:00,,
120,1.0,Conservative,4,1987-06-11T00:00:00,2010-05-06T00:00:00,,
121,1.0,Conservative,4,1979-05-03T00:00:00,2019-11-09T00:00:00,,
122,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
123,1.0,Conservative,4,1997-05-01T00:00:00,,,
124,1.0,Conservative,4,1987-06-11T00:00:00,2015-03-30T00:00:00,,
125,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
126,1.0,Conservative,4,1997-05-01T00:00:00,2019-11-06T00:00:00,,
127,2.0,Non-affiliated,49,2018-10-04T00:00:00,,,
127,1.0,Conservative,4,1997-05-01T00:00:00,2018-10-03T00:00:00,,
128,1.0,Labour,15,1997-05-01T00:00:00,2001-06-07T00:00:00,,
129,1.0,Labour,15,1997-05-01T00:00:00,2009-06-08T00:00:00,,
130,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
131,1.0,Conservative,4,1974-02-28T00:00:00,2019-07-26T00:00:00,,
132,1.0,Conservative,4,1987-06-11T00:00:00,,,
133,1.0,Conservative,4,1997-05-01T00:00:00,2015-03-30T00:00:00,,
134,1.0,Conservative,4,1983-06-09T00:00:00,,,
135,1.0,Labour,15,1992-04-09T00:00:00,2001-10-15T00:00:00,,
136,1.0,Conservative,4,1983-06-09T00:00:00,2015-03-30T00:00:00,,
138,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
139,1.0,Conservative,4,1992-04-09T00:00:00,,,
140,1.0,Labour,15,1994-06-09T00:00:00,,,
141,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
142,1.0,Conservative,4,1992-04-09T00:00:00,2010-05-06T00:00:00,,
143,1.0,Labour,15,1997-05-01T00:00:00,,,
144,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
145,,Labour,15,2004-01-10T00:00:00,2016-04-28T00:00:00,,
145,1.0,Independent,8,2000-03-06T00:00:00,2004-01-10T00:00:00,,
145,1.0,Labour,15,1987-06-11T00:00:00,2000-03-06T00:00:00,,
146,1.0,Labour,15,1997-05-01T00:00:00,,,
147,1.0,Labour,15,1987-06-11T00:00:00,,,
148,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
149,1.0,Conservative,4,1983-06-09T00:00:00,2006-05-17T00:00:00,,
150,1.0,Labour,15,1982-10-28T00:00:00,,,
151,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2019-11-06T00:00:00,,
152,1.0,Conservative,4,1992-04-09T00:00:00,,,
153,1.0,Conservative,4,1970-06-18T00:00:00,2005-05-05T00:00:00,,
154,1.0,Conservative,4,1977-02-24T00:00:00,2015-09-18T00:00:00,,
155,1.0,Independent,8,2023-06-01T00:00:00,,,
155,1.0,Labour,15,1997-05-01T00:00:00,2023-06-01T00:00:00,,
156,1.0,Labour,15,1992-04-09T00:00:00,2012-09-29T00:00:00,,
157,1.0,Conservative,4,1983-06-09T00:00:00,2015-03-30T00:00:00,,
158,1.0,Labour,15,1994-06-09T00:00:00,2001-06-07T00:00:00,,
159,1.0,Labour,15,1992-04-09T00:00:00,2018-05-12T00:00:00,,
160,1.0,Labour,15,1979-05-03T00:00:00,2023-01-19T00:00:00,,
161,1.0,Labour,15,1997-05-01T00:00:00,2019-11-06T00:00:00,,
162,1.0,Labour,15,1992-04-09T00:00:00,2007-06-19T00:00:00,,
163,1.0,Labour,15,1994-06-09T00:00:00,,,
164,1.0,Labour,15,1997-05-01T00:00:00,2015-03-30T00:00:00,,
165,1.0,Labour,15,1997-05-01T00:00:00,,,
166,1.0,The Independent Group for Change,1004,2019-07-05T00:00:00,2019-11-06T00:00:00,,
166,1.0,Change UK - The Independent Group,1007,2019-04-18T00:00:00,2019-07-05T00:00:00,,
166,1.0,Independent,8,2019-02-19T00:00:00,2019-04-18T00:00:00,,
166,1.0,Labour,15,1997-05-01T00:00:00,2019-02-19T00:00:00,,
167,1.0,Labour,15,1997-05-01T00:00:00,2019-11-06T00:00:00,,
168,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
169,1.0,Labour,15,1992-04-09T00:00:00,2011-11-10T00:00:00,,
170,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
171,1.0,Labour,15,1986-04-10T00:00:00,2015-03-30T00:00:00,,
172,1.0,Independent,8,2023-04-23T00:00:00,,,
172,1.0,Labour,15,1987-06-11T00:00:00,2023-04-23T00:00:00,,
173,1.0,Liberal Democrat,17,2005-04-26T00:00:00,2005-05-05T00:00:00,,
173,1.0,Labour,15,1974-02-28T00:00:00,2005-04-26T00:00:00,,
174,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
175,1.0,Labour,15,1992-04-09T00:00:00,2015-03-30T00:00:00,,
176,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
177,1.0,Labour,15,1997-05-01T00:00:00,,,
178,1.0,Labour,15,1997-05-01T00:00:00,,,
179,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
180,1.0,Labour,15,1979-05-03T00:00:00,2015-03-30T00:00:00,,
181,1.0,Labour,15,1997-05-01T00:00:00,,,
182,1.0,Labour,15,1992-04-09T00:00:00,2005-05-05T00:00:00,,
183,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
184,1.0,The Independent Group for Change,1004,2019-07-05T00:00:00,2019-11-06T00:00:00,,
184,1.0,Change UK - The Independent Group,1007,2019-04-18T00:00:00,2019-07-05T00:00:00,,
184,1.0,Independent,8,2019-02-18T00:00:00,2019-04-18T00:00:00,,
184,1.0,Labour,15,1992-04-09T00:00:00,2019-02-18T00:00:00,,
185,1.0,Independent,8,2020-10-29T00:00:00,,,
185,1.0,Labour,15,1983-06-09T00:00:00,2020-10-29T00:00:00,,
186,2.0,Non-affiliated,49,2008-07-14T00:00:00,,,
186,1.0,Labour,15,1983-06-09T00:00:00,2008-07-11T00:00:00,,
187,1.0,Conservative,4,1984-12-13T00:00:00,2005-05-05T00:00:00,,
188,1.0,Liberal Democrat,17,1997-05-01T00:00:00,,,
189,1.0,Labour,15,1992-04-09T00:00:00,2017-05-03T00:00:00,,
190,1.0,Labour,15,1987-06-11T00:00:00,2015-03-30T00:00:00,,
191,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
192,1.0,Labour,15,1983-06-09T00:00:00,2010-05-06T00:00:00,,
193,1.0,Labour,15,1997-05-01T00:00:00,,,
194,1.0,Liberal Democrat,17,1988-03-02T00:00:00,2015-03-30T00:00:00,,
194,1.0,Liberal,16,1983-02-24T00:00:00,1988-03-02T00:00:00,,
195,1.0,Conservative,4,1950-02-23T00:00:00,2001-06-07T00:00:00,,
196,1.0,Conservative,4,1992-04-09T00:00:00,,,
196,1.0,Social Democratic Party,32,1981-03-02T00:00:00,1983-06-09T00:00:00,,
196,1.0,Labour,15,1970-06-18T00:00:00,1981-03-02T00:00:00,,
197,1.0,Labour,15,1997-05-01T00:00:00,2019-11-06T00:00:00,,
198,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
199,1.0,Labour,15,1997-05-01T00:00:00,,,
200,2.0,Non-affiliated,49,2016-10-31T00:00:00,2021-02-19T00:00:00,,
200,2.0,Independent Liberal Democrat,50,2012-03-01T00:00:00,2016-10-31T00:00:00,,
200,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2012-02-29T00:00:00,,
201,1.0,Labour,15,1997-05-01T00:00:00,2001-06-07T00:00:00,,
202,1.0,Conservative,4,1995-04-01T00:00:00,2005-05-05T00:00:00,,
202,1.0,Independent Conservative,9,1994-11-29T00:00:00,1995-04-01T00:00:00,,
202,1.0,Conservative,4,1970-06-18T00:00:00,1994-11-29T00:00:00,,
203,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
204,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2015-03-30T00:00:00,,
205,1.0,Labour,15,1970-06-18T00:00:00,2005-05-05T00:00:00,,
206,1.0,Labour,15,2000-06-22T00:00:00,,,
207,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2019-11-06T00:00:00,,
208,1.0,Labour,15,1997-05-01T00:00:00,2001-06-07T00:00:00,,
209,1.0,Conservative,4,1997-07-31T00:00:00,,,
210,2.0,Non-affiliated,49,2020-09-14T00:00:00,,,
210,1.0,Labour,15,1989-06-15T00:00:00,2019-11-06T00:00:00,,
211,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
213,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
214,1.0,Liberal Democrat,17,1992-04-09T00:00:00,,,
215,1.0,Labour,15,1992-04-09T00:00:00,,,
216,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
217,1.0,Labour,15,1987-06-11T00:00:00,,,
218,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
219,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
220,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2015-03-30T00:00:00,,
221,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
223,1.0,Conservative,4,1992-04-09T00:00:00,,,
224,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
225,,Liberal Democrat,17,1988-03-02T00:00:00,2021-10-28T00:00:00,,
225,1.0,Liberal,16,1974-02-28T00:00:00,1988-03-02T00:00:00,,
226,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2010-05-06T00:00:00,,
227,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2015-03-30T00:00:00,,
228,1.0,Liberal Democrat,17,1987-03-12T00:00:00,,,
229,1.0,Conservative,4,1959-10-08T00:00:00,2001-06-07T00:00:00,,
230,1.0,Labour,15,1997-05-01T00:00:00,,,
231,1.0,Liberal Democrat,17,1992-04-09T00:00:00,2015-03-30T00:00:00,,
232,1.0,Labour,15,1992-04-09T00:00:00,2005-05-05T00:00:00,,
233,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
234,1.0,Conservative,4,1992-04-09T00:00:00,,,
235,1.0,Conservative,4,1983-06-09T00:00:00,2001-06-07T00:00:00,,
236,1.0,Conservative,4,1992-04-09T00:00:00,,,
237,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2015-03-30T00:00:00,,
238,1.0,Liberal Democrat,17,1997-05-01T00:00:00,,,
239,1.0,Conservative,4,1974-02-28T00:00:00,2010-05-06T00:00:00,,
240,1.0,Conservative,4,1977-11-24T00:00:00,2005-05-05T00:00:00,,
241,1.0,Conservative,4,1983-06-09T00:00:00,2010-05-06T00:00:00,,
242,1.0,Conservative,4,1983-06-09T00:00:00,,,
243,1.0,Conservative,4,1997-05-01T00:00:00,2010-05-06T00:00:00,,
244,1.0,Conservative,4,1997-05-01T00:00:00,2015-03-30T00:00:00,,
245,1.0,Conservative,4,1997-05-01T00:00:00,,,
246,1.0,Conservative,4,1987-06-11T00:00:00,2001-06-07T00:00:00,,
247,1.0,Independent,8,2019-09-04T00:00:00,2019-11-06T00:00:00,,
247,1.0,Conservative,4,1997-05-01T00:00:00,2019-09-04T00:00:00,,
248,1.0,Liberal Democrat,17,1992-04-09T00:00:00,2022-11-07T00:00:00,,
249,1.0,Conservative,4,1992-04-09T00:00:00,,,
250,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
251,1.0,Labour,15,1997-05-01T00:00:00,2001-06-07T00:00:00,,
252,1.0,Labour,15,1997-05-01T00:00:00,2019-11-06T00:00:00,,
253,1.0,Conservative,4,1997-05-01T00:00:00,,,
254,1.0,Conservative,4,1970-03-12T00:00:00,,,
255,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2015-03-30T00:00:00,,
256,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2001-06-07T00:00:00,,
257,1.0,Conservative,4,1983-06-09T00:00:00,2010-05-06T00:00:00,,
258,1.0,Liberal Democrat,17,1988-03-03T00:00:00,2018-12-22T00:00:00,,
258,1.0,Liberal,16,1983-06-09T00:00:00,1988-03-02T00:00:00,,
259,1.0,Conservative,4,1974-02-28T00:00:00,,,
260,1.0,Labour,15,1997-05-01T00:00:00,,,
261,1.0,Conservative,4,1997-05-01T00:00:00,,,
262,1.0,Conservative,4,1983-06-09T00:00:00,2010-05-06T00:00:00,,
263,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
264,1.0,Conservative,4,1992-04-09T00:00:00,2001-06-07T00:00:00,,
265,1.0,Conservative,4,1997-05-01T00:00:00,2010-05-06T00:00:00,,
266,1.0,Liberal Democrat,17,1997-05-01T00:00:00,2010-05-06T00:00:00,,
267,1.0,Labour,15,1998-06-21T00:00:00,2018-05-01T00:00:00,,
267,1.0,Independent Conservative,9,1997-11-21T00:00:00,1998-06-21T00:00:00,,
267,1.0,Conservative,4,1974-02-28T00:00:00,1997-11-21T00:00:00,,
268,1.0,Conservative,4,1992-04-09T00:00:00,2015-03-30T00:00:00,,
269,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
270,1.0,Conservative,4,1974-02-28T00:00:00,2019-05-29T00:00:00,,
271,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
272,1.0,Labour,15,1997-05-01T00:00:00,2001-06-07T00:00:00,,
273,1.0,Conservative,4,1995-04-01T00:00:00,2001-06-07T00:00:00,,
273,1.0,Independent Conservative,9,1994-11-29T00:00:00,1995-04-01T00:00:00,,
273,1.0,Conservative,4,1987-06-11T00:00:00,1994-11-29T00:00:00,,
274,1.0,Conservative,4,1997-05-01T00:00:00,2021-11-05T00:00:00,,
275,1.0,Independent,8,2005-04-06T00:00:00,2005-05-05T00:00:00,,
275,1.0,Liberal Democrat,17,2001-12-10T00:00:00,2005-04-06T00:00:00,,
275,1.0,Labour,15,1997-05-01T00:00:00,2001-12-10T00:00:00,,
276,1.0,Labour,15,1974-10-10T00:00:00,,,
277,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
278,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
279,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
280,1.0,Conservative,4,1992-04-09T00:00:00,,,
281,1.0,Labour,15,1986-07-17T00:00:00,,,
282,1.0,Conservative,4,1970-06-18T00:00:00,,,
283,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
284,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
285,1.0,Labour,15,1983-06-09T00:00:00,2010-05-06T00:00:00,,
286,1.0,Labour,15,1987-06-11T00:00:00,2015-03-30T00:00:00,,
287,1.0,Labour,15,1992-04-09T00:00:00,2005-05-05T00:00:00,,
288,1.0,Conservative,4,1984-05-03T00:00:00,,,
289,1.0,Labour,15,1996-04-11T00:00:00,2010-05-06T00:00:00,,
290,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
291,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
292,1.0,Labour,15,1997-05-01T00:00:00,2005-05-05T00:00:00,,
294,1.0,Labour,15,1997-05-01T00:00:00,2010-05-06T00:00:00,,
295,1.0,Conservative,4,1995-04-01T00:00:00,2015-03-30T00:00:00,,
295,1.0,Independent Conservative,9,1994-11-29T00:00:00,1995-04-01T00:00:00,,
295,1.0,Conservative,4,1979-05-03T00:00:00,1994-11-29T00:00:00,,
296,2.0,Crossbench,6,2021-10-12T00:00:00,,,
296,2.0,Non-affiliated,49,2020-09-07T00:00:00,2021-10-12T00:00:00,,
296,1.0,Labour,15,1997-05-01T00:00:00,2017-05-03T00:00:00,,
297,1.0,Labour,15,1974-10-10T00:00:00,2012-02-19T00:00:00,,
298,1.0,Labour,15,1997-05-01T00:00:00,,,
299,1.0,Labour,15,1971-05-27T00:00:00,2004-06-22T00:00:00,,
300,1.0,Independent Labour,10,2006-10-20T00:00:00,2010-05-06T00:00:00,,
300,1.0,Labour,15,1983-06-09T00:00:00,2006-10-20T00:00:00,,
301,1.0,Labour,15,1992-04-09T00:00:00,2019-11-06T00:00:00,,
302,2.0,Labour,15,2013-07-17T00:00:00,,,
302,2.0,Labour Independent,43,2009-10-14T00:00:00,2013-07-16T00:00:00,,
302,1.0,Labour,15,1974-02-28T00:00:00,2009-10-13T00:00:00,,
303,1.0,Labour,15,1992-04-09T00:00:00,2010-05-06T00:00:00,,
304,1.0,Labour,15,1992-04-09T00:00:00,2019-11-06T00:00:00,,
305,1.0,Labour,15,1992-04-09T00:00:00,,,
